title,answer
JDialog with Max/Min Button?,javax swing JFrame setDefaultLookAndFeelDecorated
IDE-Style program running,java lang System exit
java AudioInputStream AudioSystem.write to pipe length error,javax sound sampled AudioSystem write
Escaping html tags in html report,java lang String replace
Hashmap value conversion error,java lang String valueOf
Java 8 LocalDate - How do I get all dates between two dates?,java util stream Stream iterate
converting double to integer in java,java lang Math round
how to remove a object from linked list in java?,java util LinkedList remove
Sql Exception Illegal operation on empty result set while it's working on My Sql Workbench,java sql ResultSet next
incompatible types int need string,java lang Integer toString
"Are the ""VK_..."" keyCodes methods or objects?",constant-values java
How to Get a Return Value of a Java Class in UNIX,java lang System exit
How to give resolution to a new generated image?,java awt Image getScaledInstance
Java 8 convert String of ints to List<Integer>,java util stream Stream of
How to add to SortedSet items from an Array?,java util Collections addAll
Not able to add JTextField to JFrame,java awt Container add
is it safe to use string hashcode as etag,java lang String hashCode
"Odd Java String[] issue, contains value but acts like null when inserting into List<String[]>",java util List add
When is the finalize() method called in Java?,java lang Object finalize
Append to String at certain position,java lang String format
Immutable-but-refreshable collections?,java util Collections unmodifiableList
"how to call ""Class"" class as parameter in java",java lang Object getClass
Java synchronize 2 threads in parallel,java lang Thread sleep
Java: Creating an Array from the Properties of Another Array,java util Arrays stream
handleMessage function not being called,java lang Thread start
why need to catch InterruptedException in the Sleep?,java lang Thread interrupt
Round a double to 2 decimal places,java lang String format
Extracting SubjectAlternativeName from X509 in Java,java security cert X509Certificate getSubjectAlternativeNames
How can I obtain the parent of the path inside an URL object in Java?,java io File getParentFile
How select first N items in Java TreeMap?,java util Map keySet
Is Objects.requireNonNull less efficient than the old way?,java util Objects requireNonNull
Java UTF-16 conversion to UTF-8,java lang String codePointCount
What protocols are allowed in hrefs in Swing's HTMLEditorKit class?,java net URL URL
Programme goes unresponsive at ServerSocket.accept - Java,javax swing SwingUtilities invokeLater
"After changing to a float: ""Cannot confirm float from string""",java lang Float parseFloat
Why can't I run the JS that is in the database?,nashorn jdk nashorn api scripting ScriptObjectMirror call
Replacing traditional newForLoop with Java 8 Streams,java util stream Stream forEachOrdered
How to get random number with negative number in range?,java util Random nextInt
JAVA java.util.ConcurrentModificationException,java util Iterator remove
Casting from type object to a class,java util ArrayList toArray
How to call a method with a separate thread in Java?,java util concurrent Executors newCachedThreadPool
Use String.format() for Calendar vs. Date,java lang String format
Timezones in SQL DATE vs java.sql.Date,java sql ResultSet getDate
Java HashSet - is there a way to specify the order in which elements will be displayed?,java util EnumSet allOf
How can I write a Timestamp in java so I can insert in mysql,java lang System currentTimeMillis
Creating a JTable from AbstractTableModel in NetBeans,javax swing JTable setModel
How to hide elements with in a JComboBox?,javax swing SwingUtilities invokeAndWait
how asynchronous servlet processing improve performance,java util concurrent Executors newFixedThreadPool
How to get info about file compression using ImageIO?,javax imageio ImageReader readAll
Convert Iterator to ArrayList,java util stream Collectors toList
How to find classes when running an executable jar,java lang ClassLoader getSystemClassLoader
How to count characters in a dat file?,java io BufferedReader readLine
Syntax wrong with my SHA1 code,java security MessageDigest getInstance
Accessing an object's methods while using List Iterator,java util Iterator next
inputStream read method constantly reading 0,java io DataInputStream readLong
why does a char + another char = a weird number,java lang Character toString
Wrong packing of JFrame using JPanel in borderlayout,java awt Window pack
How do I use Java streams to convert a set of strings to a set of maps?,java util Collections singletonMap
Java 9 integer to String cast,java lang String valueOf
"Java: How do I catch InterruptedException on a thread, when interupted by another thread?",java lang Thread isInterrupted
Printing Time and Date in both Universal Time and Standard Time,java time ZoneOffset UTC
Multidimensional array manipulation - Java,java util ArrayList remove
"""IllegalFormatConversionException: d != java.lang.String"" when padding number with 0s?",java lang String format
How to remove #text from my Node parsing in Java dom xml parsing,org w3c dom Node getNodeType
Algorithm too slow for shuffling ArrayList,java util Collections shuffle
How to pass in a substring of a Char array to another function for Java?,java io Writer write
Moving point along lines,java lang Math sin
Text file to string matrix java,java util Properties load
Get integer array input from user in java,java lang String split
How to mention the class path,java lang Class forName
"JPasswordField value and string are not equal, but they appear the same",java util Arrays equals
How to monitor external process ran by ProcessBuilder?,java lang Process waitFor
